7.14	0.9585
7.16	0.88592
7.18	0.85179
7.2	1.1865
7.22	0.67374
7.24	1.2496
7.26	0.99983
7.28	1.1905
7.3	1.2371
7.32	0.56359
7.34	0.58687
7.36	0.93609
7.38	0.31512
7.4	0.54216
7.42	1.0569
7.44	0.56217
7.46	0.98522
7.48	1.156
7.5	0.78464
7.52	0.80495
7.54	0.94292
7.56	0.70707
7.58	0.71892
7.6	0.91365
7.62	0.50034
7.64	0.39777
7.66	0.15911
7.68	0.41581
7.7	1.033
7.72	0.44299
7.74	0.14464
7.76	0.26759
7.78	0.86071
7.8	0.04836
7.82	0.98733
7.84	0.52244
7.86	0.56219
7.88	0.049688
7.9	-0.014112
7.92	0.34752
7.94	0.72788
7.96	0.57823
7.98	0.87844
8	0.41276
8.02	0.20614
8.04	0.19998
8.06	0.5482
8.08	0.6105
8.1	0.60663
8.12	0.40785
8.14	0.65
8.16	0.31202
8.18	0.76106
8.2	-0.052537
8.22	0.39639
8.24	-0.11806
8.26	0.22257
8.28	0.19708
8.3	-0.16636
8.32	-0.1377
8.34	0.35383
8.36	0.16463
8.38	0.10522
8.4	0.52848
8.42	0.15184
8.44	0.03814
8.46	0.45112
8.48	-0.081978
8.5	0.47139
8.52	0.27541
8.54	0.39566
8.56	0.48334
8.58	-0.0039794
8.6	0.25057
8.62	0.66442
8.64	0.43266
8.66	0.053557
8.68	0.48823
8.7	0.23232
8.72	-0.039053
8.74	0.44255
8.76	-0.21748
8.78	0.49091
8.8	0.057735
8.82	0.35615
8.84	-0.15936
8.86	-0.098035
8.88	0.32354
8.9	0.76358
8.92	-0.0010553
8.94	0.13801
8.96	0.8149
8.98	0.20862
9	-0.069657
9.02	0.21128
9.04	0.39255
9.06	0.094647
9.08	0.51889
9.1	0.6571
9.12	0.035275
9.14	0.026044
9.16	0.076346
9.18	0.50284
9.2	0.65662
9.22	0.53251
9.24	0.02066
9.26	0.13225
9.28	0.18464
9.3	-0.033154
9.32	0.19128
9.34	0.17732
9.36	0.42374
9.38	0.27675
9.4	0.76134
9.42	0.64037
9.44	0.08389
9.46	0.081461
9.48	0.85495
9.5	0.74724
9.52	0.92553
9.54	0.28572
9.56	0.70535
9.58	0.41476
9.6	0.86429
9.62	0.61477
9.64	0.75643
9.66	0.96685
9.68	0.16983
9.7	0.54255
9.72	0.61498
9.74	1.077
9.76	0.9778
9.78	0.51322
9.8	0.9767
9.82	0.80253
9.84	0.77659
9.86	0.43268
9.88	1.0769
9.9	0.80688
9.92	0.29375
9.94	0.99749
9.96	0.32389
9.98	0.18472
10	1.1278
